Título;Cód. empresa;Empresa;Documento;Nº documento;Data emissão;Cód. cliente;Cliente;Origem;Inadimplente;SPC;Serasa;Subjudice;Taxa administrativa;Seguro;Valor a receber;Valor baixado;Valor líquido;Valor total;Observação
60;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;278;22/01/2020;7;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.263,52;R$ 10.263,52;R$ 10.263,52;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS JAGUARIBE. CONTRATO N° 01/2019
61;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;279;22/01/2020;24;MUNICIPIO DE MORRINHOS;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 73.905,52;R$ 73.905,52;R$ 73.905,52;1ª MEDIÇÃO REVITALIZAÇÃO PRAÇA DO CRUZEIRO E PRAÇA DO BAIRRO SÃO JOSE - MORRINHOS. CONTRATO N°20190219
62;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;280;24/01/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS CAMPUS CAUCAIA. CONTRATO N°22/2019
64;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;282;27/01/2020;45;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36.765,10;R$ 36.765,10;R$ 36.765,10;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS TIANGUÁ. CONTRATO N°14/2019
65;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;283;28/01/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 44.505,80;R$ 44.505,80;R$ 44.505,80;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS PECÉM. CONTRATO N° 04/2019
66;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;284;05/02/2020;22;FUNDO MUNICIPAL DE SAÚDE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 103.431,24;R$ 103.431,24;R$ 103.431,24;6° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO MUNICÍPIO DE MORRINHOS/CE. CONTRATO Nº 20190010.
80;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;285;12/02/2020;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 159.216,39;R$ 159.216,39;R$ 159.216,39;3° MEDIÇÃO OBJETO: EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 03 (TRÊS) QUADRAS POLIESPORTIVAS EM CARÁTER EMERGENCIAL DAS ESCOLAS: DOM ALMEIDA LUSTOSA, NELY CAULA DE CARVALHO E DOMINGOS ABREU BRASILEIRO, JUNTO Á SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MUNICÍPIO DE CAUCAIA/CE. CONTRATO N°20191023001-01
67;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;287;13/02/2020;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 46.526,92;R$ 46.526,92;R$ 46.526,92;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MORADA NOVA
82;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;288;13/02/2020;49;IFCE - CAMPUS TABULEIRO DO NORTE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 38.344,78;R$ 38.344,78;R$ 38.344,78;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS TABULEIRO DO NORTE. CONTRATO N°04/2019
68;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;289;17/02/2020;13;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - CAMPUS UMIRIM;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 12.832,51;R$ 12.832,51;R$ 12.832,51;3 MEDIÇÃO MANUTENÇÃO PREDIAL PREVENTIVA/CORRETIVA CAMPUS UMIRIM(SERVIÇO REALIZADO CAMPUS REITORIA)
69;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;394;17/02/2020;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 21.988,18;R$ 21.988,18;R$ 21.988,18;2ª MEDIÇÃO MANUTENÇÃO PREDIAL PREVENTIVA/CORRETIVA CAMPUS LIMOEIRO DO NORTE(SERVIÇO REALIZADO CAMPUS JAGUARUANA)
70;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;291;17/02/2020;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 32.814,45;R$ 32.814,45;R$ 32.814,45;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS BOA VIAGEM. CONTRATO N°02/2019
71;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;292;17/02/2020;12;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.250,00;R$ 13.250,00;R$ 13.250,00;6° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CANINDE
72;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;293;19/02/2020;17;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 125.625,73;R$ 125.625,73;R$ 125.625,73;10° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS FORTALEZA. CONTRATO N°061/2017
73;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;294;21/02/2020;46;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.248,22;R$ 13.248,22;R$ 13.248,22;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS SOBRAL. CONTRATO N°05/2019
74;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;296;21/02/2020;44;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TCNOLOGIA DO CEARA - CAMPUS ACARAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.978,94;R$ 8.978,94;R$ 8.978,94;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS ACARAU. CONTRATO N° 08/2019
83;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;295;21/02/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.153,00;R$ 10.153,00;R$ 10.153,00;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MARACANAÚ. CONTRATO N°06/2019
194;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;298;21/02/2020;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 489.641,64;R$ 489.641,64;R$ 489.641,64;4° MEDIÇÃO OBJETO:CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 CRECHES TIPO B: LUIZ NERYS E CONJUNTO METROPOLITANO (OBRAS REMANESCENTES), JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA/CE CONTRATO N°2019050300301
76;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;299;26/02/2020;45;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.754,69;R$ 2.754,69;R$ 2.754,69;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS TIANGUA. CONTRATO N°14/2019
77;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;300;26/02/2020;42;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 26.634,72;R$ 26.634,72;R$ 26.634,72;1° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CRATEUS. CONTRATO N° 24/2019
55;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;301;02/03/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.453,95;R$ 10.453,95;R$ 10.453,95;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS - CAMPUS CAUCAIA. CONTRATO N°04/2019
85;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;302;03/03/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18.603,91;R$ 18.603,91;R$ 18.603,91;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MARACANAÚ. CONTRATO N°06/2019
53;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;304;07/03/2020;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 28.154,74;R$ 28.154,74;R$ 28.154,74;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS BOA VIAGEM. CONTRATO N°02/2019
51;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;306;13/03/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 20.000,02;R$ 20.000,02;R$ 20.000,02;5°MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA - CAMPUS CAUCAIA (SERVIÇO REALIZADO CAMPUS FORTALEZA). CONTRATO N°04/2019
47;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;310;17/03/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 119.741,80;R$ 119.741,80;R$ 119.741,80;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS CAUCAIA. CONTRATO N°04/2019
50;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;307;17/03/2020;35;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS PARACURU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.069,68;R$ 6.069,68;R$ 6.069,68;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS CAMPUS PARACURU. CONTRATO N°04/2019
46;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;311;18/03/2020;22;FUNDO MUNICIPAL DE SAÚDE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 50.593,18;R$ 50.593,18;R$ 50.593,18;7° MEDIÇÃO OBJETO:CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE DO MUNICÍPIO DE MORRINHOS/CE. CONTRATO N°20190010
44;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;313;23/03/2020;1;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 58.451,20;R$ 58.451,20;R$ 58.451,20;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MORADA NOVA. CONTRATO N°04/2019
45;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;312;23/03/2020;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15.895,99;R$ 15.895,99;R$ 15.895,99;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS LIMOEIRO DO NORTE. CONTRATO N° 05/2019
40;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;320;26/03/2020;36;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS CAMPUS CAMOCIM. CONTRATO N°12/2019
41;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;319;26/03/2020;11;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 54.899,61;R$ 54.899,61;R$ 54.899,61;2° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS AVANÇADO PECÉM. CONTRATO N°04/2019
43;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;314;26/03/2020;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 30.763,13;R$ 30.763,13;R$ 30.763,13;4ª MEDIÇÃO SERVIÇOS DE CONCLUSÃO DE 2 QUADRAS POLIESPORTIVAS COBERTAS COM PALCO(ESCOLAS MARIA DE LOURDES ROCHA E PEDRO LAURINDO DE OLIVEIRA) CAUCAIA CE. CONTRATO N° 201905300201 (LUCIANO)
86;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;315;26/03/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18.835,97;R$ 18.835,97;R$ 18.835,97;3° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MARACANAÚ. CONTRATO N°06/2019 (LUCIANO)
87;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;316;26/03/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 26.888,41;R$ 26.888,41;R$ 26.888,41;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MARACANAÚ. CONTRATO N°06/2019
88;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;318;26/03/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48.525,33;R$ 48.525,33;R$ 48.525,33;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS MARACANAÚ. CONTRATO N°06/2019 (LUCIANO)
195;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;317;26/03/2020;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 180.409,63;R$ 180.409,63;R$ 180.409,63;5° MEDIÇÃO OBJETO:CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE CONCLUSÃO DE 02 CRECHES TIPO B: LUIZ NERYS E CONJUNTO METROPOLITANO (OBRAS REMANESCENTES), JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAUCAIA/CE CONTRATO N°2019050300301
38;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;322;31/03/2020;44;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TCNOLOGIA DO CEARA - CAMPUS ACARAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO - OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS - CAMPUS ACARAÚ.CONTRATO Nº 07/2019.
39;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;321;31/03/2020;37;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇO COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS CAMPUS TAUA. CONTRATO N°09/2019
136;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;323;01/04/2020;13;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - CAMPUS UMIRIM;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.108,30;R$ 6.108,30;R$ 6.108,30;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS. CAMPUS UMIRIM CONTRATO N° 20/2019
137;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;324;02/04/2020;49;IFCE - CAMPUS TABULEIRO DO NORTE;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS. CAMPUS TABULEIRO DO NORTE CONTRATO N°19/2019
138;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;325;03/04/2020;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 114.802,75;R$ 114.802,75;R$ 114.802,75;4° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS LIMOEIRO DO NORTE. CONTRATO N°05/2019
139;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;326;03/04/2020;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00;5° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS LIMOEIRO DO NORTE. CONTRATO N°05/2019
140;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;327;03/04/2020;10;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 70.000,00;R$ 70.000,00;R$ 70.000,00;6° MEDIÇÃO OBJETO: SERVIÇOS COMUNS DE ENGENHARIA INERENTES A MANUTENÇÃO PREDIAL CORRETIVA OU PREVENTIVA CAMPUS LIMOEIRO DO NORTE. CONTRATO N°05/2019
141;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;328;06/04/2020;28;MUNICÍPIO DE CAUCAIA;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 484.081,15;R$ 484.081,15;R$ 484.081,15;4° MEDIÇÃO OBJETO: EXECUÇÃO DOS SERVIÇOS DE REFORMA DE 03 QUADRAS POLIESPORTIVAS EM CARÁTER EMERGENCIAL DAS ESCOLAS: DOM LUSTOSA, NELY CAULA DE CARVALHO E DOMINGO ABREU BRASILEIRO, JUNTO À SECRETARIA MUNICIPAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE CAUCAIA/CE CONTRATO N°20191023001-01
142;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;329;06/04/2020;9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.186,51;R$ 6.186,51;R$ 6.186,51;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS. CAMPUS BOA VIAGEM. CONTRATO N°06/2019
143;1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;NFSE;330;07/04/2020;34;INSTITUTO FEDERAL DE EDUCAÇAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS MARACANAU;CR;Não;Não;Não;Não;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.069,69;R$ 6.069,69;R$ 6.069,69;1° MEDIÇÃO OBJETO: CONTRATAÇÃO DE SERVIÇOS COMUM DE ENGENHARIA PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E AJUSTES DAS SUBESTAÇÕES, QUADROS GERAIS E DEMAIS EQUIPAMENTOS ELÉTRICOS. CAMPUS MARACANAÚ. CONTRATO N°04/2019
